Player,Pos,Age,Min,Gls,Ast,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,SCA,GCA,Cmp,Att,cpm%,PrgP,PrgC,TOatt,TOsucc
Chanelle Tchaptchet,FW,24-331,60,0,0,1,0,0,0,17,1,0,3,0,0,6,8,75.0,0,1,1,1
Chancelle Effa Effa,"FW,LW",17-001,30,0,0,1,0,0,0,11,0,0,0,2,0,7,9,77.8,1,3,1,1
Zoé Stiévenart,LW,21-215,74,0,0,0,0,0,0,20,1,0,2,0,0,8,12,66.7,0,0,1,1
Mickaélla Cardia,"RM,LW",23-183,16,0,0,0,0,0,0,5,0,1,1,0,0,0,1,0.0,0,0,0,0
Nadjma Ali Nadjim,RW,28-361,90,0,0,1,0,0,0,19,0,2,0,3,0,12,13,92.3,3,0,1,0
Christy Gavory,LM,25-133,74,0,0,0,0,0,0,27,2,1,0,0,0,12,23,52.2,2,0,0,0
Deja Davis,"CB,LM",28-085,16,0,0,0,0,0,0,9,0,1,0,0,0,4,7,57.1,0,0,0,0
Laurie Cance,CM,28-127,90,0,0,0,0,0,0,35,0,0,2,1,0,22,30,73.3,3,2,2,1
Eva Sumo,RM,29-282,66,0,0,1,0,1,0,23,1,2,1,0,0,8,15,53.3,1,0,0,0
Roselord Borgella,"RM,FW",30-167,24,0,0,1,0,0,0,9,0,0,0,0,0,5,6,83.3,0,0,2,0
Silke Demeyere,LB,31-087,90,0,0,0,0,0,0,39,6,2,0,2,0,16,24,66.7,0,0,1,1
Lou Tsé,"CB,LM",20-282,90,0,0,0,0,0,0,50,4,6,3,0,0,27,32,84.4,0,0,1,1
Héloïse Mansuy,CB,26-214,90,0,0,0,0,0,0,42,4,0,1,0,0,26,36,72.2,2,0,0,0
Eva Kouache,RB,23-251,90,0,0,0,0,0,0,49,5,2,2,0,0,18,33,54.5,1,0,1,0
Laëtitia Philippe,GK,32-138,90,0,0,0,0,0,0,46,1,0,0,0,0,23,41,56.1,0,0,0,0
Eugénie Le Sommer,FW,32-138,990,0,0,5,0,1,0,401,25,17,15,8,0,194,290,66.9,13,6,11,6
Liana Joseph,FW,34-120,90,1,1,5,3,0,0,42,2,0,0,5,2,25,30,83.3,4,2,3,1
Vicki Bècho,"LW,RW",17-031,74,0,0,0,0,0,0,7,0,0,0,0,0,4,5,80.0,1,1,1,1
Kadidiatou Diani,RW,19-347,16,0,0,2,0,0,0,41,1,0,2,0,0,22,26,84.6,1,0,7,0
Amel Majri,"LW,RW",28-167,90,0,0,4,1,0,0,41,0,0,1,5,0,13,23,56.5,4,6,5,2
Lindsey Horan,LM,30-233,57,0,0,0,0,0,0,23,0,0,0,4,1,15,20,75.0,1,1,3,2
Daniëlle van de Donk,CM,29-112,33,0,0,3,2,0,0,69,1,1,0,6,0,51,61,83.6,6,1,1,1
Damaris Egurrola,RM,32-041,90,1,0,3,2,0,0,71,1,1,1,6,0,48,59,81.4,15,0,1,0
Dzsenifer Marozsán,RM,24-020,90,0,0,2,0,0,0,37,0,1,1,2,0,26,28,92.9,5,0,2,0
Selma Bacha,"LB,CB",31-150,57,0,0,1,0,0,0,29,1,0,0,4,0,24,26,92.3,5,2,1,1
Perle Morroni,"LB,CB",22-310,33,0,0,0,0,0,0,65,1,1,0,9,0,44,62,71.0,1,4,4,4
Wendie Renard,CB,25-335,63,0,0,1,0,0,0,34,0,2,0,0,0,25,30,83.3,2,0,0,0
Vanessa Gilles,"CB,RB",33-057,27,1,1,3,1,0,0,92,0,1,0,3,2,81,88,92.0,15,1,0,0
Ellie Carpenter,RB,27-188,90,1,0,5,3,0,0,84,1,1,0,2,1,69,76,90.8,9,0,0,0
Griedge Mbock Bathy,"RB,LB",23-140,90,0,0,0,0,0,0,58,0,1,0,3,0,47,54,87.0,10,0,0,0
Christiane Endler,GK,28-201,58,0,0,1,0,0,0,25,0,0,0,1,0,19,21,90.5,2,0,0,0
Tabitha Chawinga,FW,27-132,90,0,0,2,1,1,0,26,0,0,0,2,0,14,20,70.0,1,4,3,2
Sandy Baltimore,FW,23-224,90,0,0,2,2,0,0,56,3,0,0,3,0,30,45,66.7,4,3,4,2
Jackie Groenen,CM,28-288,75,0,0,1,0,0,0,40,2,1,1,1,0,29,33,87.9,1,1,1,1
Ramona Bachmann,CM,32-280,15,0,0,0,0,0,0,7,1,1,2,0,0,2,4,50.0,2,0,0,0
Oriane Jean-François,CM,22-048,63,0,0,0,0,0,0,38,1,0,1,0,0,25,28,89.3,3,0,1,1
Korbin Albert,CM,19-353,27,0,0,0,0,0,0,13,1,1,0,0,0,7,8,87.5,1,0,0,0
Grace Geyoro,CM,26-091,90,0,0,3,3,0,0,31,0,0,0,4,0,20,21,95.2,5,3,3,2
Sakina Karchaoui,WB,27-248,90,0,0,1,0,0,0,73,0,2,3,6,0,39,62,62.9,8,6,2,0
Amalie Vangsgaard,WB,26-306,75,0,0,0,0,0,0,39,3,0,0,1,0,25,34,73.5,3,0,0,0
Marie-Antoinette Katoto,WB,24-334,15,0,0,0,0,0,0,5,0,0,0,0,0,2,2,100.0,1,0,0,0
Jade Le Guilly,CB,21-105,90,0,0,0,0,0,0,60,1,1,1,0,0,30,43,69.8,2,0,1,0
Élisa De Almeida,CB,25-263,90,0,0,1,0,0,0,65,1,0,0,0,0,46,58,79.3,3,0,1,0
Viola Calligaris,CB,27-198,63,0,0,0,0,0,0,30,0,1,1,0,0,20,25,80.0,1,0,0,0
Thiniba Samoura,CB,19-232,27,0,0,0,0,0,0,17,1,1,1,1,0,8,11,72.7,0,1,1,1
Constance Picaud,GK,25-088,90,0,0,0,0,0,0,36,0,0,0,0,0,23,33,69.7,0,0,0,0
Eugénie Le Sommer,FW,25-088,990,0,0,10,6,1,0,536,14,8,10,18,0,320,427,74.9,35,18,17,9
Dzsenifer Marozsán,FW,34-136,90,1,0,1,1,1,0,52,2,0,1,5,0,30,45,66.7,2,2,0,0
Selma Bacha,LW,31-166,89,0,0,0,0,0,0,2,0,0,0,0,0,2,2,100.0,0,0,0,0
Vicki Bècho,LW,22-326,1,0,0,3,1,0,0,36,1,1,1,4,1,16,25,64.0,4,3,4,2
Kadidiatou Diani,RW,19-363,71,0,0,0,0,0,0,9,1,0,0,2,0,4,6,66.7,0,0,0,0
Melchie Dumornay,RW,28-183,19,0,0,0,0,0,0,26,1,1,0,1,0,11,19,57.9,2,3,1,0
Daniëlle van de Donk,LM,20-045,61,0,0,1,1,0,0,24,2,0,0,0,0,11,14,78.6,3,2,1,0
Amel Majri,LM,32-057,29,0,0,0,0,1,0,21,0,0,0,0,0,15,17,88.2,0,1,0,0
Damaris Egurrola,CM,30-249,61,0,0,2,2,0,0,16,0,1,0,1,0,7,10,70.0,0,1,1,0
Lindsey Horan,RM,24-036,29,0,1,2,2,1,0,60,3,0,0,4,1,39,51,76.5,5,0,0,0
Perle Morroni,LB,29-128,90,0,0,4,0,0,0,59,2,1,0,1,0,34,45,75.6,6,3,0,0
Wendie Renard,CB,25-351,90,0,0,0,0,0,0,56,3,1,1,3,0,33,45,73.3,1,1,1,0
Vanessa Gilles,CB,33-073,90,0,0,1,1,0,0,53,1,2,1,0,0,37,39,94.9,3,0,2,1
Ellie Carpenter,RB,27-204,90,0,0,0,0,0,0,57,4,3,2,1,0,35,40,87.5,6,0,0,0
Christiane Endler,GK,23-156,90,0,0,0,0,0,0,57,0,1,3,1,0,41,50,82.0,4,2,1,1
Melchie Dumornay,FW,20-052,90,1,0,3,1,0,0,76,0,2,1,8,1,51,65,78.5,8,2,4,3
Amel Majri,LW,30-256,90,0,0,2,0,0,0,57,1,3,2,4,0,36,46,78.3,12,0,4,1
Kadidiatou Diani,RW,28-190,57,1,0,2,1,0,0,43,1,1,2,0,0,23,34,67.6,4,1,1,0
Eugénie Le Sommer,RW,34-143,33,0,0,2,1,0,0,21,1,1,0,3,0,8,13,61.5,0,1,3,1
Sara Däbritz,LM,28-235,71,0,0,1,0,0,0,42,2,0,1,4,0,30,37,81.1,2,2,0,0
Ada Hegerberg,LM,28-090,19,1,0,1,1,0,0,15,0,0,0,1,1,9,13,69.2,4,0,0,0
Damaris Egurrola,CM,24-043,57,0,0,1,1,0,0,57,2,0,1,3,2,34,50,68.0,5,0,0,0
Vicki Bècho,CM,20-005,33,0,1,3,0,0,0,23,2,1,1,2,2,8,16,50.0,2,0,0,0
Dzsenifer Marozsán,RM,31-173,90,0,1,2,0,0,0,69,1,1,2,5,1,41,57,71.9,5,0,1,0
Perle Morroni,LB,25-358,57,0,0,0,0,0,0,41,0,0,0,0,0,30,37,81.1,1,1,2,0
Selma Bacha,LB,22-333,33,0,0,1,0,0,0,35,0,1,0,3,0,21,29,72.4,1,3,1,0
Wendie Renard,CB,33-080,90,1,0,2,0,0,0,108,1,0,1,2,0,86,102,84.3,22,1,0,0
Griedge Mbock Bathy,CB,28-224,57,0,0,0,0,0,0,50,0,2,0,0,0,47,47,100.0,9,2,0,0
Alice Sombath,CB,19-357,33,0,0,0,0,0,0,27,0,3,0,1,0,23,23,100.0,3,0,0,0
Ellie Carpenter,RB,23-163,90,0,0,0,0,0,0,62,3,1,0,2,0,53,58,91.4,11,2,0,0
Laura Benkarth,GK,30-359,90,0,0,0,0,0,0,32,0,0,0,0,0,30,31,96.8,0,0,0,0
17 Players,FW,30-359,990,4,2,20,5,1,0,758,14,16,11,38,7,530,658,80.5,89,15,16,5
Nesrine Bahlouli,LW,20-230,90,0,0,1,0,0,0,32,0,3,2,1,0,15,21,71.4,1,1,5,2
Oceane Hurtre,LW,19-233,90,0,0,0,0,0,0,21,1,2,2,0,0,10,15,66.7,2,0,0,0
Maëlle Seguin,RW,19-082,45,0,0,0,0,0,0,13,0,0,0,0,0,8,11,72.7,2,0,0,0
Abi Kim,RW,25-081,45,0,0,0,0,0,0,16,2,0,0,1,0,6,10,60.0,2,1,1,0
Shameeka Fishley,LM,30-019,61,0,0,0,0,0,0,7,0,0,0,0,0,1,7,14.3,0,0,0,0
Amandine Herbert,LM,20-322,29,0,0,0,0,0,0,14,0,1,0,0,0,5,7,71.4,0,0,0,0
Laurine Pinot,CM,21-266,71,0,0,0,0,0,0,11,1,0,0,0,0,6,9,66.7,0,0,1,1
Andréa Lardez,RM,29-258,19,0,0,0,0,0,0,27,2,2,0,0,0,14,17,82.4,1,0,0,0
Camille Lafaix,RM,22-132,90,0,0,0,0,0,0,15,1,0,1,0,0,4,9,44.4,0,0,0,0
Marie Dehri,LB,20-191,50,0,0,0,0,0,0,10,0,0,0,0,0,2,7,28.6,1,0,1,0
Fiona Liaigre,CB,18-276,40,0,0,0,0,0,0,48,2,1,2,0,0,14,30,46.7,1,2,1,0
Hillary Diaz,CB,19-076,90,0,0,0,0,0,0,31,1,3,1,0,0,10,15,66.7,1,0,0,0
Marion Haelewyn,RB,18-343,90,0,0,0,0,0,0,38,2,3,1,0,0,19,26,73.1,0,0,0,0
Jelena Karličić,GK,21-003,90,0,0,0,0,0,0,53,3,3,0,0,0,26,42,61.9,0,0,0,0
Eugénie Le Sommer,FW,34-149,45,2,0,2,2,0,0,28,0,0,0,1,1,16,23,69.6,1,0,1,1
Ada Hegerberg,FW,28-096,45,0,0,4,2,0,0,16,1,0,0,1,0,5,9,55.6,1,0,1,0
Melchie Dumornay,LW,20-058,61,0,3,1,0,0,0,44,1,0,1,4,3,28,37,75.7,2,2,4,0
Sara Däbritz,LW,28-241,29,0,0,1,1,0,0,18,1,0,0,1,0,11,13,84.6,2,1,3,0
Kadidiatou Diani,RW,28-196,90,0,2,0,0,0,0,53,2,0,1,2,2,36,46,78.3,8,8,2,0
Lindsey Horan,LM,29-141,90,3,0,5,3,0,0,71,0,0,0,5,1,48,59,81.4,7,3,2,2
Damaris Egurrola,"CM,CB",24-049,90,0,0,2,0,0,0,99,4,0,0,4,1,70,87,80.5,11,1,1,0
Daniëlle van de Donk,RM,32-070,90,0,0,1,0,0,0,62,2,2,0,1,0,44,54,81.5,7,2,0,0
Perle Morroni,LB,25-364,45,0,0,0,0,0,0,31,0,1,0,3,1,25,29,86.2,2,2,2,1
Selma Bacha,LB,22-339,45,0,0,1,0,1,0,37,1,2,0,2,0,21,32,65.6,1,2,1,0
Wendie Renard,CB,33-086,61,0,0,0,0,1,0,56,1,0,0,0,0,45,51,88.2,4,0,0,0
Dzsenifer Marozsán,CM,31-179,29,0,0,1,0,0,0,36,1,0,0,1,0,24,31,77.4,6,0,0,0
Vanessa Gilles,CB,27-217,90,1,0,1,1,0,0,85,2,3,0,1,0,73,79,92.4,13,3,0,0
Ellie Carpenter,RB,23-169,45,0,0,0,0,0,0,32,1,0,0,1,1,23,24,95.8,0,0,1,0
Griedge Mbock Bathy,RB,28-230,45,0,0,0,0,1,0,31,0,0,2,2,0,25,27,92.6,4,0,0,0
Christiane Endler,GK,32-083,90,0,0,0,0,0,0,30,0,0,0,0,0,28,28,100.0,0,0,0,0
16 Players,FW,32-083,990,6,5,19,9,3,0,729,17,8,4,29,10,522,629,83.0,69,24,18,4
Phornetia Browne,LW,29-175,90,0,0,1,1,0,0,33,0,1,1,0,0,12,19,63.2,1,1,1,0
Alexandria Lamontagne,LW,27-079,90,0,0,0,0,0,0,17,0,0,1,0,0,6,14,42.9,0,0,0,0
Louann Archier,RW,18-330,86,0,0,0,0,0,0,2,1,0,0,0,0,1,1,100.0,0,0,0,0
Cindy Caputo,RW,24-249,4,0,0,0,0,0,0,19,2,1,0,0,0,8,11,72.7,1,0,3,1
Cyrine Ben Rabah,AM,20-321,74,0,0,0,0,0,0,4,0,0,0,0,0,4,4,100.0,0,0,0,0
Regina Otu,DM,27-070,16,0,0,0,0,0,0,26,0,2,2,0,0,14,20,70.0,3,0,1,0
Solene Champagnac,DM,24-136,90,0,0,0,0,0,0,16,0,0,1,0,0,8,12,66.7,2,1,2,0
Kess Elmore,DM,24-347,49,0,0,1,1,0,0,27,2,1,0,0,0,4,17,23.5,0,2,1,0
Élise Legrout,DM,26-063,41,0,0,0,0,0,0,16,1,0,0,0,0,7,13,53.8,1,1,0,0
Amanda Uju,LB,24-283,45,0,0,0,0,1,0,18,1,2,1,0,0,8,14,57.1,2,0,0,0
Chloé Tapia,LB,21-137,45,0,0,0,0,0,0,27,3,1,0,0,0,11,17,64.7,0,1,1,0
Sarah Klotz,CB,25-227,75,0,0,0,0,0,0,12,1,0,0,0,0,4,8,50.0,0,0,1,0
Noémie Carage,CB,27-035,15,0,0,0,0,0,0,35,0,3,0,1,0,20,26,76.9,1,0,0,0
Faustine Bataillard,RB,19-072,90,0,0,0,0,2,1,35,4,1,0,0,0,13,22,59.1,0,0,0,0
Anaëlle Anglais,GK,24-170,89,0,0,0,0,0,0,45,7,1,1,1,0,22,29,75.9,0,0,0,0
Mélissa Gomes,FW,29-178,78,0,0,1,1,0,0,25,1,0,0,3,1,14,17,82.4,6,0,1,0
Jade Nassi,FW,20-179,12,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0.0,0,0,1,1
Rofiat Imuran,LM,19-127,73,1,0,2,1,0,0,30,2,4,0,2,1,14,18,77.8,2,4,4,2
Noémie Mouchon,LM,20-138,17,0,0,0,0,0,0,11,0,0,0,1,0,4,5,80.0,1,0,3,1
Charlène Meyong,CM,24-337,73,0,0,0,0,0,0,25,1,1,1,0,0,12,19,63.2,2,0,2,0
Anaele Le Moguedec,CM,21-320,17,0,0,0,0,0,0,7,0,1,0,1,0,3,3,100.0,1,0,1,0
Lou-Ann Joly,CM,21-191,60,0,0,0,0,0,0,24,1,0,0,0,0,10,20,50.0,1,0,0,0
Rachel Corboz,CM,27-174,30,0,0,0,0,0,0,16,3,0,0,0,0,6,12,50.0,1,0,0,0
Shana Chossenotte,RM,18-250,60,0,0,1,0,0,0,24,1,0,0,0,0,5,12,41.7,1,2,4,2
Thelma Eninger,RM,21-303,30,0,0,0,0,0,0,13,2,0,1,0,0,8,9,88.9,0,0,0,0
Colette Ndzana,LB,23-095,90,0,0,0,0,0,0,37,2,3,0,0,0,16,30,53.3,1,1,0,0
Blessing Demehin,CB,21-223,90,0,0,0,0,0,0,38,1,1,1,0,0,18,27,66.7,0,0,1,1
Julie Pasquereau,CB,29-106,90,0,0,0,0,0,0,24,1,2,0,0,0,11,19,57.9,0,0,0,0
Mathilde Kack,CB,23-210,90,0,0,0,0,0,0,31,0,1,3,0,0,12,22,54.5,0,0,0,0
Monique Ngock,RB,19-035,90,0,0,1,0,0,0,40,3,2,1,1,0,12,27,44.4,0,0,2,2
Kinga Szemik,GK,26-119,90,0,0,0,0,0,0,35,0,0,0,0,0,28,33,84.8,0,0,0,0
16 Players,FW,26-119,990,1,0,5,2,0,0,383,18,16,7,8,2,173,274,63.1,16,7,19,9
Eugénie Le Sommer,FW,34-157,90,1,0,3,2,0,0,32,1,0,2,5,0,21,26,80.8,4,1,0,0
Perle Morroni,LW,26-007,66,0,0,0,0,0,0,24,1,0,2,0,0,15,20,75.0,0,1,0,0
Melchie Dumornay,LW,20-066,24,1,0,5,1,0,0,48,3,2,0,4,0,23,34,67.6,3,3,3,0
Amel Majri,RW,30-270,66,1,0,1,1,0,0,20,0,0,0,2,0,15,17,88.2,1,0,0,0
Kadidiatou Diani,RW,28-204,24,0,1,2,0,0,0,32,0,2,2,4,2,18,21,85.7,1,2,1,1
Vicki Bècho,LM,20-019,60,0,1,2,0,0,0,13,2,0,0,2,1,5,8,62.5,1,2,1,0
Lindsey Horan,CM,29-149,30,1,0,5,4,0,0,71,2,1,0,6,1,43,55,78.2,3,6,3,1
Damaris Egurrola,CM,24-057,90,0,0,2,1,0,0,43,3,0,2,2,0,33,37,89.2,7,1,1,0
Sara Däbritz,RM,28-249,60,0,0,0,0,0,0,26,1,0,1,1,0,21,22,95.5,2,0,0,0
Daniëlle van de Donk,RM,32-078,30,0,1,0,0,0,0,27,0,0,0,3,2,22,27,81.5,2,0,0,0
Ada Hegerberg,LB,28-104,45,0,1,4,1,0,0,17,0,0,0,2,1,8,11,72.7,3,0,1,0
Selma Bacha,CB,22-347,45,0,1,1,0,0,0,67,6,0,1,8,2,47,56,83.9,7,4,5,4
Griedge Mbock Bathy,CB,28-238,90,0,0,0,0,0,0,92,2,2,0,2,0,77,86,89.5,17,4,0,0
Vanessa Gilles,RB,27-225,90,0,0,0,0,0,0,106,1,1,1,3,1,92,98,93.9,18,2,0,0
Alice Sombath,GK,20-006,90,1,0,1,1,0,0,52,1,2,0,3,0,36,44,81.8,7,1,1,0
Mathilde Bourdieu,FW,24-204,56,0,0,4,1,0,0,29,0,0,0,3,0,13,18,72.2,3,1,3,0
Louna Ribadeira,FW,19-079,34,0,0,2,1,0,0,12,0,0,0,0,0,7,10,70.0,1,1,0,0
Julie Dufour,LW,22-160,78,1,0,4,4,0,0,54,2,2,3,3,1,30,37,81.1,4,5,0,0
Louise Fleury,LW,26-089,12,0,0,0,0,0,0,3,0,0,0,1,0,2,3,66.7,0,1,0,0
Clara Matéo,RW,25-342,89,0,0,1,0,0,0,52,4,2,0,7,0,41,48,85.4,7,3,1,0
Kessya Bussy,RW,22-139,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,33.3,0,0,0,0
Gaëtane Thiney,AM,38-008,90,0,0,1,0,0,0,65,2,0,2,5,0,42,57,73.7,2,2,0,0
Daphne Corboz,DM,30-144,90,0,0,0,0,0,0,59,0,1,0,2,0,44,57,77.2,7,1,1,1
Kaja Korošec,DM,21-353,56,0,0,1,0,0,0,29,1,2,2,0,0,16,22,72.7,4,2,0,0
Margaux Le Mouël,DM,22-089,34,0,0,0,0,0,0,20,3,1,2,0,0,11,16,68.8,1,0,0,0
Lou Bogaert,LB,19-133,90,0,0,0,0,0,0,48,1,1,4,0,0,33,40,82.5,2,0,0,0
Théa Greboval,CB,26-214,90,0,0,3,1,0,0,63,0,1,0,0,0,43,56,76.8,3,0,0,0
Célina Ould Hocine,CB,21-275,56,0,0,0,0,0,0,40,0,2,2,0,0,23,34,67.6,2,0,0,0
Teninsoun Sissoko,CB,31-064,34,0,0,0,0,0,0,23,0,1,1,0,0,19,21,90.5,0,0,0,0
Julie Soyer,RB,38-128,90,0,0,1,0,0,0,54,1,0,1,2,0,33,48,68.8,2,1,0,0
Chiamaka Nnadozie,GK,22-332,90,0,0,0,0,0,0,42,0,0,0,0,0,32,40,80.0,0,0,0,0
16 Players,FW,22-332,990,1,0,17,7,0,0,596,14,13,17,23,1,390,510,76.5,38,17,5,1
Ada Hegerberg,FW,28-118,90,2,0,4,2,0,0,28,0,0,1,3,0,11,18,61.1,2,2,1,0
Vicki Bècho,LW,20-033,66,0,1,0,0,0,0,6,0,0,1,1,1,3,5,60.0,0,0,0,0
Eugénie Le Sommer,"LM,LW",34-171,24,2,0,3,2,0,0,38,1,4,1,3,1,20,28,71.4,2,0,3,3
Amel Majri,"RW,RM",30-284,58,0,0,0,0,0,0,12,0,1,0,0,0,5,9,55.6,0,0,0,0
Kadidiatou Diani,"LM,DM",28-218,32,1,2,1,1,0,0,47,1,2,3,7,4,29,37,78.4,8,4,4,3
Damaris Egurrola,CM,24-071,90,0,1,1,0,0,0,60,1,3,4,1,1,39,47,83.0,6,0,1,0
Melchie Dumornay,CM,20-080,90,0,0,4,0,0,0,38,0,1,2,4,1,20,31,64.5,6,3,1,1
Sara Däbritz,"RM,CM",28-263,58,1,0,2,1,0,0,8,0,0,0,0,0,3,5,60.0,2,1,0,0
Lindsey Horan,CM,29-163,32,0,0,2,1,0,0,48,0,1,0,3,0,33,39,84.6,5,1,1,0
Dzsenifer Marozsán,LB,31-201,71,0,0,0,0,0,0,12,0,0,1,2,1,7,9,77.8,1,0,1,0
Selma Bacha,LB,22-361,19,0,1,1,0,0,0,41,1,0,0,3,1,33,39,84.6,7,2,0,0
Perle Morroni,CB,26-021,71,0,0,0,0,0,0,13,0,1,0,0,0,9,12,75.0,1,0,0,0
Wendie Renard,CB,33-108,19,0,0,1,0,0,0,67,4,3,1,0,0,44,51,86.3,5,0,1,0
Vanessa Gilles,RB,27-239,90,0,0,0,0,0,0,79,0,1,4,1,0,60,71,84.5,5,0,0,0
Ellie Carpenter,GK,23-191,90,0,0,0,0,1,0,64,0,2,2,1,0,42,56,75.0,4,2,0,0
Eugénie Le Sommer,FW,34-176,64,0,0,3,1,0,0,40,1,0,1,9,1,22,29,75.9,6,1,2,1
Ada Hegerberg,FW,28-123,26,0,0,2,0,0,0,9,0,0,0,2,0,4,5,80.0,0,1,0,0
Amel Majri,LW,30-289,72,0,0,3,1,0,0,49,0,3,2,6,0,29,35,82.9,3,0,1,0
Perle Morroni,"LB,LW",26-026,18,0,0,0,0,0,0,16,0,0,0,0,0,12,16,75.0,2,2,0,0
Kadidiatou Diani,RW,28-223,64,1,0,3,2,0,0,35,1,0,2,4,0,21,29,72.4,3,2,0,0
Vicki Bècho,"RW,RB",20-038,26,0,0,0,0,0,0,19,1,1,0,1,0,9,14,64.3,3,2,2,0
Sara Däbritz,LM,28-268,90,0,0,3,1,0,0,56,1,1,4,6,0,29,43,67.4,10,2,1,0
Damaris Egurrola,CM,24-076,37,0,0,0,0,0,0,20,1,3,0,0,0,16,16,100.0,3,0,0,0
Daniëlle van de Donk,CM,32-097,53,0,0,3,2,0,0,31,0,0,1,4,0,21,25,84.0,5,1,1,0
Lindsey Horan,RM,29-168,90,0,0,4,3,0,0,69,2,2,2,5,0,45,53,84.9,10,2,2,0
Selma Bacha,"LB,LW",23-001,90,0,1,2,0,0,0,86,1,7,2,2,1,52,70,74.3,6,4,3,2
Griedge Mbock Bathy,CB,28-257,90,0,0,2,0,0,0,70,0,3,1,2,0,55,64,85.9,4,0,0,0
Wendie Renard,CB,33-113,90,1,0,1,1,0,0,62,1,1,1,0,0,48,56,85.7,2,0,0,0
Ellie Carpenter,RB,23-196,64,0,0,1,0,0,0,54,2,2,1,3,0,37,46,80.4,9,2,1,0
Melchie Dumornay,"RB,RW",20-085,26,0,0,1,1,0,0,26,0,0,0,2,1,14,21,66.7,0,2,3,2
Christiane Endler,GK,32-110,90,0,0,0,0,0,0,45,0,0,0,1,0,38,43,88.4,0,0,1,0
16 Players,FW,32-110,990,2,1,28,12,0,0,687,11,23,17,47,3,452,565,80.0,66,21,17,5
Sonia Ouchene,FW,23-241,90,0,0,1,1,0,0,27,0,1,1,0,0,15,19,78.9,1,0,1,1
Cyrielle Blanc,AM,20-291,70,0,0,0,0,1,0,19,2,1,0,0,0,9,16,56.3,3,0,0,0
Lea Khelifi,AM,24-182,20,0,0,0,0,0,0,32,1,0,0,1,0,24,29,82.8,4,0,1,1
Sh'nia Gordon,AM,26-215,78,0,0,0,0,0,0,4,0,0,0,0,0,1,4,25.0,0,0,0,0
Nérilia Mondésir,AM,24-297,12,0,0,1,1,0,0,39,0,0,0,2,0,17,27,63.0,2,2,1,0
Soufiya Ngueleu,CM,18-334,70,0,0,0,0,0,0,10,2,0,0,0,0,6,8,75.0,0,0,0,0
Marion Torrent,CM,31-207,20,0,0,1,0,0,0,66,3,2,3,3,0,43,54,79.6,2,0,2,1
Celeste Boureille,WB,29-204,90,0,0,0,0,0,0,29,0,3,2,0,0,11,22,50.0,3,0,1,1
Marie Levasseur,WB,26-176,90,0,0,0,0,0,0,29,2,0,1,1,0,15,22,68.2,1,1,1,1
Kethna Louis,WB,27-097,78,0,0,0,0,1,0,7,1,0,0,0,0,3,4,75.0,0,0,0,0
Faustine Robert,CB,29-176,12,0,0,2,2,0,0,40,3,3,1,2,0,13,30,43.3,3,1,0,0
Maëlle Lakrar,CB,23-167,90,0,0,1,0,0,0,39,0,4,2,0,0,17,26,65.4,1,0,1,0
Luna Gevitz,CB,29-252,90,0,0,1,0,0,0,31,1,1,0,0,0,7,13,53.8,1,0,0,0
Maelys Mpomé,CB,20-260,90,0,0,0,0,0,0,43,0,2,0,1,0,22,38,57.9,0,0,0,0
Océane Deslandes,GK,23-107,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,0,0,0,0
Kristýna Růžičková,FW,21-009,80,0,0,1,0,0,0,35,2,1,0,1,0,16,18,88.9,0,0,5,0
Petra Divišová,RW,39-162,10,0,0,1,0,0,0,6,0,0,0,0,0,3,4,75.0,1,0,1,0
Michaela Khýrová,LW,23-284,45,0,0,1,1,0,0,15,0,1,2,0,0,4,9,44.4,0,1,2,0
Tamara Morávková,LW,20-316,45,0,0,1,1,0,0,24,0,0,0,1,0,5,11,45.5,2,1,7,4
Haleigh Stackpole,RW,23-102,67,0,0,1,1,0,0,22,3,1,0,1,0,9,15,60.0,2,0,1,0
Marjolen Nekesa Wafula,"FW,RW",25-018,23,0,0,0,0,0,0,13,4,1,1,0,0,3,5,60.0,0,0,0,0
Franny Černá,AM,26-115,90,0,0,0,0,0,0,39,2,0,3,1,0,18,24,75.0,1,1,2,0
Molly Mc Laughlin,DM,23-154,90,0,0,0,0,0,0,62,3,4,0,2,0,30,45,66.7,4,0,2,0
Martina Šurnovská,DM,24-277,67,0,0,0,0,0,0,30,1,1,1,1,0,13,20,65.0,2,0,0,0
Lucie Bendová,DM,18-225,23,0,0,0,0,0,0,6,2,0,0,0,0,2,2,100.0,0,0,0,0
Michelle Xiangting Xiao,LB,26-194,90,0,0,0,0,0,0,46,6,0,4,1,0,15,34,44.1,0,2,1,0
Diana Bartovičová,CB,30-178,90,0,0,1,1,1,0,46,2,3,1,0,0,24,30,80.0,1,0,2,2
Alika Keene,CB,29-303,90,0,0,0,0,0,0,34,2,1,2,1,0,20,22,90.9,1,0,1,1
Denisa Veselá,RB,25-310,45,0,0,0,0,0,0,21,4,0,0,0,0,7,11,63.6,1,2,0,0
Gabriela Šlajsová,RB,23-221,45,0,0,0,0,0,0,36,1,3,3,1,0,16,21,76.2,0,1,1,0
